user_id,age,salary,department,city,gender
U1519,43.0,92922.35,Sales,Paris,Female
U1520,24.0,45782.48,Engineering,New York,Male
U1521,58.0,99521.13,Sales,Tokyo,Male
U1522,39.0,72543.41,Sales,New York,Female
U1523,32.0,72522.9,Sales,London,Female
U1524,23.0,26838.36,Sales,London,Female
U1525,33.0,55704.75,HR,Tokyo,Female
U1526,27.0,55371.33,HR,Paris,Female
U1527,50.0,114057.19,Sales,New York,Male
U1528,51.0,111999.76,Engineering,New York,Male
U1529,23.0,61016.35,Marketing,Tokyo,Female
U1530,30.0,62077.82,Engineering,London,Male
U1531,23.0,43908.2,Engineering,New York,Male
U1532,50.0,108433.07,Engineering,London,Male
U1533,54.0,99006.33,Sales,London,Male
U1534,31.0,52226.17,HR,Paris,Female
U1535,55.0,98449.1,Engineering,London,Male
U1536,29.0,68888.85,Sales,London,Female
U1537,58.0,107654.19,Engineering,New York,Male
U1538,54.0,118006.03,Engineering,Paris,Male
U1539,27.0,55484.5,Sales,Paris,Female
U1540,40.0,91017.4,HR,Tokyo,Female
U1541,53.0,94946.18,HR,Tokyo,Male
U1542,48.0,89744.84,Marketing,Tokyo,Male
U1543,22.0,48539.89,Sales,Paris,Female
U1544,54.0,103690.4,Marketing,London,Male
U1545,53.0,81066.5,Marketing,Paris,Male
U1546,26.0,38277.41,Marketing,London,Female
U1547,38.0,64867.43,HR,Tokyo,Female
U1548,29.0,47608.54,Sales,Tokyo,Female
U1549,55.0,116817.83,Marketing,London,Male
U1550,30.0,63370.49,Sales,London,Female
U1551,44.0,89622.25,Sales,Tokyo,Male
U1552,56.0,132086.69,HR,London,Female
U1553,28.0,67752.24,Marketing,Paris,Female
U1554,36.0,80018.19,Marketing,Tokyo,Male
U1555,41.0,67047.34,Sales,Paris,Female
U1556,46.0,92595.4,Engineering,Tokyo,Male
U1557,24.0,50986.97,HR,New York,Female
U1558,45.0,85847.73,HR,Paris,Male
U1559,55.0,127063.8,HR,New York,Female
U1560,43.0,86512.04,HR,Tokyo,Female
U1561,32.0,51716.51,Marketing,Paris,Female
U1562,29.0,48026.23,Marketing,Paris,Female
U1563,56.0,134823.42,Engineering,Paris,Male
U1564,59.0,113798.77,HR,London,Female
U1565,29.0,37214.71,HR,Paris,Female
U1566,58.0,110006.56,Sales,Paris,Male
U1567,48.0,77733.81,Marketing,New York,Female
U1568,49.0,107173.11,HR,Paris,Female
U1569,55.0,90451.48,Engineering,London,Male
U1570,,91977.95,Engineering,Paris,Male
U1571,36.0,72039.89,Marketing,New York,Female
U1572,38.0,87093.8,Engineering,Paris,Male
U1573,54.0,107305.66,Engineering,Paris,Male
U1574,37.0,61423.55,Marketing,New York,Female
U1575,50.0,101825.63,HR,Tokyo,Female
U1576,30.0,55322.03,HR,Paris,Female
U1577,54.0,119327.02,Engineering,Tokyo,Male
U1578,50.0,108547.88,Engineering,New York,Male
U1579,34.0,62628.41,HR,New York,Female
U1580,42.0,91797.73,Marketing,Tokyo,Male
U1581,42.0,86712.26,Engineering,London,Male
U1582,26.0,65668.09,Sales,London,Female
U1583,31.0,69371.81,Marketing,New York,Female
U1584,27.0,59469.96,Engineering,London,Male
U1585,34.0,81279.59,Engineering,London,Male
U1586,22.0,44154.05,Sales,New York,Female
U1587,41.0,74269.0,Sales,Paris,Female
U1588,29.0,60008.4,HR,Paris,Female
U1589,31.0,58445.86,Marketing,Paris,Female
U1590,30.0,66041.97,Marketing,London,Female
U1591,24.0,48619.44,HR,Tokyo,Female
U1592,32.0,68029.37,Marketing,London,Female
U1593,33.0,53958.85,Marketing,Paris,Female
U1594,31.0,67082.87,Marketing,New York,Female
U1595,46.0,79147.77,Marketing,New York,Female
U1596,46.0,101617.6,Marketing,New York,Male
U1597,32.0,73632.54,Sales,London,Female
U1598,57.0,117479.54,Marketing,Tokyo,Male
U1599,47.0,97100.87,Sales,Paris,Female
U1600,35.0,67763.44,Marketing,New York,Female
U1601,22.0,37967.71,HR,Paris,Female
U1602,25.0,49850.21,Engineering,Paris,Male
U1603,51.0,121826.85,Sales,London,Female
U1604,33.0,68293.19,Marketing,New York,Female
U1605,56.0,98542.51,HR,London,Male
U1606,34.0,50916.41,Engineering,Paris,Male
U1607,52.0,89619.26,Sales,Paris,Female
U1608,59.0,114224.03,Engineering,Paris,Male
U1609,44.0,100657.99,HR,New York,Female
U1610,25.0,39765.16,Sales,New York,Male
U1611,37.0,88217.46,Engineering,New York,Male
U1612,28.0,57794.48,Marketing,Paris,Female
U1613,43.0,90834.44,Sales,Paris,Male
U1614,50.0,104560.4,Engineering,Tokyo,Male
U1615,32.0,69906.65,HR,New York,Female
U1616,54.0,103886.35,HR,Paris,Female
U1617,50.0,76655.84,Sales,Paris,Male
U1618,33.0,60116.43,Engineering,Tokyo,Male
U1619,28.0,47121.21,Sales,Tokyo,Female
U1620,47.0,97105.62,Sales,Paris,Male
U1621,30.0,62192.39,Engineering,New York,Male
U1622,55.0,107276.2,Engineering,London,Male
U1623,34.0,85555.25,Marketing,London,Male
U1624,57.0,107592.71,Engineering,London,Male
U1625,46.0,69742.67,HR,New York,Female
U1626,45.0,91194.57,Sales,Paris,Male
U1627,38.0,87891.95,Sales,London,Female
U1628,23.0,48871.61,HR,London,Female
U1629,34.0,64433.62,Engineering,New York,Male
U1630,52.0,106404.48,HR,Paris,Female
U1631,50.0,118389.07,HR,Paris,Female
U1632,49.0,89248.72,Marketing,New York,Male
U1633,48.0,96308.73,HR,London,Female
U1634,36.0,78699.43,Sales,Paris,Female
U1635,52.0,106538.87,HR,Paris,Male
U1636,36.0,69521.33,Sales,London,Female
U1637,54.0,103736.74,Sales,New York,Female
U1638,41.0,79148.06,Sales,London,Female
U1639,33.0,71320.32,Engineering,Tokyo,Male
U1640,58.0,120737.72,Marketing,Paris,Male
U1641,30.0,80947.19,Sales,New York,Female
U1642,44.0,72632.1,Sales,London,Female
U1643,29.0,75579.07,Engineering,London,Male
U1644,53.0,103955.24,Sales,New York,Male
U1645,35.0,69094.13,HR,Paris,Female
U1646,48.0,104587.33,HR,New York,Female
U1647,46.0,100524.08,Marketing,Tokyo,Male
U1648,34.0,79566.18,Sales,New York,Male
U1649,42.0,97747.77,Engineering,Tokyo,Male
U1650,52.0,103601.69,HR,Paris,Male
U1651,58.0,129876.31,Engineering,London,Male
U1652,26.0,45708.44,Engineering,Tokyo,Male
U1653,34.0,64947.03,HR,Tokyo,Female
U1654,49.0,96179.85,Engineering,New York,Male
U1655,46.0,86733.7,HR,New York,Female
U1656,56.0,112598.56,Engineering,London,Male
U1657,28.0,64964.25,HR,Paris,Female
U1658,59.0,124513.46,Sales,Tokyo,Male
U1659,53.0,99868.16,Marketing,London,Male
U1660,24.0,41044.79,HR,Tokyo,Female
U1661,58.0,107446.53,HR,London,Male
U1662,43.0,86887.92,Marketing,New York,Male
U1663,29.0,42191.57,HR,New York,Female
U1664,38.0,67094.0,HR,Paris,Female
U1665,48.0,91411.79,Engineering,New York,Male
U1666,54.0,118553.71,Marketing,London,Male
U1667,38.0,74678.3,Sales,Tokyo,Female
U1668,33.0,76058.59,HR,London,Female
U1669,48.0,97875.75,Marketing,Paris,Male
U1670,29.0,53257.01,Engineering,New York,Male
U1671,44.0,83668.58,Sales,New York,Female
U1672,50.0,88339.42,Marketing,Tokyo,Male
U1673,41.0,106031.82,Sales,Paris,Female
U1674,37.0,85105.13,Sales,Paris,Female
U1675,38.0,82037.26,Sales,New York,Male
U1676,37.0,60966.9,HR,Paris,Female
U1677,40.0,75483.74,HR,London,Female
U1678,29.0,48246.66,Engineering,Paris,Male
U1679,59.0,119275.68,Engineering,London,Male
U1680,59.0,108726.93,Marketing,London,Male
U1681,50.0,93297.09,Engineering,London,Male
U1682,57.0,104988.45,Sales,New York,Male
U1683,47.0,91602.47,Sales,London,Female
U1684,52.0,104714.25,HR,Tokyo,Female
U1685,33.0,63867.38,Sales,Paris,Male
U1686,38.0,91329.06,Marketing,London,Male
U1687,36.0,80111.07,Sales,Tokyo,Male
U1688,30.0,52169.67,Sales,New York,Female
U1689,33.0,69256.06,Marketing,New York,Female
U1690,53.0,98993.39,Engineering,New York,Male
U1691,46.0,88048.76,Engineering,New York,Male
U1692,39.0,82791.97,Marketing,Paris,Male
U1693,36.0,78656.5,HR,New York,Female
U1694,53.0,100125.68,Sales,Paris,Male
U1695,27.0,42951.3,Marketing,Tokyo,Male
U1696,56.0,112877.03,Sales,New York,Male
U1697,55.0,114346.22,HR,New York,Male
U1698,59.0,111617.11,Sales,Tokyo,Male
U1699,26.0,60165.55,Marketing,Tokyo,Female
U1700,39.0,84392.93,Sales,Paris,Male
U1701,37.0,67471.29,Engineering,London,Male
U1702,29.0,69301.62,HR,Paris,Female
U1703,46.0,103607.27,HR,London,Female
U1704,53.0,126676.68,HR,Paris,Female
U1705,47.0,111117.6,Marketing,London,Male
U1706,43.0,76973.87,HR,New York,Female
U1707,52.0,113249.83,Engineering,London,Male
U1708,31.0,70796.29,Marketing,Tokyo,Female
U1709,33.0,62515.17,Engineering,Tokyo,Male
U1710,49.0,102549.25,Sales,London,Male
U1711,27.0,35223.76,Sales,New York,Female
U1712,41.0,62946.14,Sales,New York,Male
U1713,26.0,34853.58,Sales,London,Female
U1714,44.0,91892.57,Engineering,London,Male
U1715,30.0,64365.09,Marketing,Tokyo,Female
U1716,50.0,97261.16,Marketing,Tokyo,Male
U1717,37.0,91211.69,HR,Paris,Female
U1718,43.0,95870.75,Engineering,New York,Male
U1719,29.0,42016.87,Sales,New York,Female
U1720,41.0,80280.26,Engineering,New York,Male
U1721,35.0,60603.15,HR,Paris,Female
U1722,58.0,120139.96,HR,Paris,Female
U1723,55.0,109694.21,Engineering,Tokyo,Male
U1724,32.0,55170.22,Engineering,Tokyo,Male
U1725,54.0,124944.73,Engineering,London,Male
U1726,52.0,104573.97,Marketing,Paris,Male
U1727,55.0,105839.6,Sales,Paris,Female
U1728,28.0,53468.6,Engineering,Paris,Female
U1729,44.0,104186.68,Engineering,New York,Male
U1730,28.0,65112.75,Engineering,Tokyo,Male
U1731,46.0,90376.49,HR,London,Male
U1732,24.0,38079.1,HR,Paris,Female
U1733,59.0,109638.05,Marketing,Paris,Male
U1734,41.0,77178.57,Sales,Paris,Female
U1735,55.0,115071.66,Marketing,New York,Male
U1736,51.0,109565.32,Sales,London,Male
U1737,38.0,68744.59,HR,London,Female
U1738,31.0,70007.6,HR,Paris,Female
U1739,56.0,102913.84,HR,London,Male
U1740,41.0,75882.26,Marketing,New York,Male
U1741,39.0,63504.76,Engineering,Paris,Male
U1742,48.0,81206.92,Engineering,Tokyo,Male
U1743,57.0,104805.73,HR,Tokyo,Male
U1744,44.0,87742.68,Engineering,London,Male
U1745,53.0,96060.19,Engineering,Tokyo,Male
U1746,31.0,76980.84,Marketing,Tokyo,Male
U1747,32.0,54675.03,Sales,Paris,Male
U1748,59.0,119839.46,HR,New York,Female
U1749,27.0,67202.43,HR,Paris,Female
U1750,55.0,110925.13,Marketing,New York,Male
U1751,57.0,110360.84,Marketing,Paris,Male
U1752,58.0,117470.09,Engineering,Tokyo,Male
U1753,38.0,70382.65,HR,Paris,Female
U1754,33.0,55991.91,Sales,London,Female
U1755,42.0,90127.06,Marketing,London,Male
U1756,40.0,74168.89,Sales,New York,Male
U1757,24.0,57367.53,Sales,New York,Female
U1758,39.0,85962.63,HR,New York,Male
U1759,40.0,81663.17,HR,London,Female
U1760,27.0,63708.86,Marketing,Paris,Female
U1761,37.0,68559.41,HR,Tokyo,Female
U1762,29.0,65837.77,HR,New York,Female
U1763,39.0,85785.73,HR,Paris,Female
U1764,33.0,62985.79,Sales,Paris,Female
U1765,31.0,57702.81,Marketing,London,Female
U1766,28.0,59290.29,Engineering,London,Male
U1767,22.0,63682.44,Sales,Tokyo,Female
U1768,57.0,111677.65,HR,Paris,Female
U1769,42.0,79492.28,Sales,New York,Female
U1770,58.0,127783.95,HR,London,Female
U1771,45.0,90681.33,HR,Paris,Female
U1772,46.0,100660.21,Sales,London,Male
U1773,28.0,70746.31,Marketing,Paris,Female
U1774,38.0,56929.76,HR,London,Female
U1775,50.0,99624.2,Marketing,New York,Male
U1776,51.0,99701.96,Engineering,Tokyo,Male
U1777,28.0,46376.69,HR,New York,Female
U1778,54.0,88813.66,Marketing,London,Male
U1779,28.0,40085.02,Marketing,London,Female
U1780,45.0,91043.69,Engineering,London,Male
U1781,32.0,58659.64,Marketing,New York,Male
U1782,30.0,51981.66,Marketing,London,Male
U1783,33.0,66944.27,Engineering,New York,Male
U1784,56.0,105078.53,HR,London,Female
U1785,25.0,62901.81,Marketing,Tokyo,Female
U1786,57.0,107791.16,Marketing,Tokyo,Male
U1787,49.0,113053.22,Marketing,London,Male
U1788,34.0,67699.84,Sales,Paris,Female
U1789,44.0,81481.0,Engineering,New York,Male
U1790,40.0,72754.35,Sales,London,Female
U1791,58.0,131137.94,Engineering,New York,Male
U1792,45.0,96958.33,HR,Paris,Male
U1793,37.0,66405.82,HR,Tokyo,Female
U1794,54.0,109190.77,Marketing,New York,Male
U1795,33.0,42413.21,Engineering,New York,Male
U1796,55.0,96683.96,HR,New York,Female
U1797,28.0,48497.11,Engineering,New York,Male
U1798,32.0,56251.83,HR,New York,Female
U1799,52.0,116130.15,Sales,Tokyo,Female
U1800,50.0,80858.13,HR,New York,Female
U1801,34.0,53721.93,Sales,New York,Female
U1802,52.0,108523.94,HR,Tokyo,Female
U1803,23.0,48302.72,Marketing,London,Male
U1804,36.0,68502.29,Sales,London,Female
U1805,32.0,84524.89,HR,New York,Female
U1806,55.0,116174.07,Marketing,Tokyo,Male
U1807,25.0,62228.25,Sales,New York,Female
U1808,32.0,63492.0,Marketing,London,Female
U1809,50.0,94564.18,Engineering,Tokyo,Male
U1810,23.0,40678.71,Engineering,Paris,Male
U1811,37.0,83276.65,Sales,Tokyo,Female
U1812,34.0,75727.48,HR,London,Female
U1813,58.0,113813.92,Sales,Tokyo,Male
U1814,38.0,80715.84,Marketing,Paris,Female
U1815,42.0,93626.18,HR,Tokyo,Male
U1816,40.0,74360.71,Engineering,New York,Male
U1817,28.0,52566.05,HR,New York,Female
U1818,59.0,122466.41,Engineering,London,Male
U1819,29.0,40113.4,HR,Tokyo,Female
U1820,34.0,72655.92,HR,London,Female
U1821,58.0,104749.51,HR,Tokyo,Male
U1822,23.0,55416.53,Marketing,London,Male
U1823,32.0,85477.85,Marketing,Tokyo,Male
U1824,45.0,83028.32,Sales,New York,Female
U1825,27.0,40503.56,Sales,London,Female
U1826,47.0,92200.91,Engineering,London,Male
U1827,28.0,53347.4,Marketing,Paris,Female
U1828,40.0,86607.24,Engineering,Tokyo,Male
U1829,,56340.61,Sales,New York,Female
U1830,50.0,97036.7,Engineering,New York,Male
U1831,23.0,46906.14,Sales,New York,Female
U1832,40.0,68778.48,Marketing,London,Female
U1833,25.0,58292.15,HR,New York,Female
U1834,27.0,70179.61,Marketing,London,Male
U1835,58.0,104024.03,Engineering,Paris,Male
U1836,49.0,82207.47,Engineering,New York,Male
U1837,51.0,97979.12,Marketing,Paris,Male
U1838,28.0,43785.3,Marketing,Tokyo,Female
U1839,30.0,47237.82,Sales,Tokyo,Female
U1840,46.0,77979.82,Engineering,Paris,Male
U1841,54.0,106063.98,Engineering,Tokyo,Male
U1842,22.0,39885.78,Marketing,New York,Female
U1843,27.0,57732.57,HR,New York,Female
U1844,39.0,72369.86,Engineering,London,Male
U1845,31.0,49833.57,HR,Paris,Female
U1846,49.0,97831.17,Marketing,Paris,Male
U1847,32.0,53414.44,Marketing,London,Female
U1848,54.0,113121.71,Sales,New York,Male
U1849,22.0,27337.77,Engineering,Paris,Male
U1850,34.0,46351.14,HR,London,Female
U1851,58.0,99902.27,Sales,Paris,Female
U1852,41.0,77816.81,Engineering,Paris,Male
U1853,22.0,41128.7,Sales,London,Female
U1854,24.0,49369.42,Marketing,Paris,Female
U1855,39.0,72352.98,Engineering,Tokyo,Male
U1856,35.0,61534.92,Sales,London,Female
U1857,52.0,118332.75,Sales,London,Female
U1858,48.0,107688.85,HR,Tokyo,Female
U1859,38.0,85862.02,Sales,Paris,Male
U1860,50.0,103088.96,Engineering,Tokyo,Male
U1861,57.0,117885.06,Engineering,Paris,Male
U1862,58.0,107948.02,HR,New York,Male
U1863,47.0,95443.58,Engineering,Tokyo,Male
U1864,38.0,66601.33,Marketing,Tokyo,Male
U1865,43.0,75467.27,Engineering,Tokyo,Male
U1866,46.0,75825.1,Engineering,New York,Male
U1867,23.0,50060.72,Sales,Paris,Female
U1868,43.0,87636.72,Sales,New York,Male
U1869,26.0,48971.15,Engineering,Tokyo,Male
U1870,25.0,45661.93,HR,New York,Female
U1871,57.0,95698.94,Sales,Tokyo,Female
U1872,27.0,56564.0,HR,London,Female
U1873,42.0,80844.6,Engineering,Paris,Male
U1874,34.0,76959.97,Engineering,Tokyo,Male
U1875,58.0,117462.11,Marketing,New York,Male
U1876,46.0,99057.84,Sales,New York,Male
U1877,47.0,93927.6,Engineering,New York,Male
U1878,41.0,83816.78,Marketing,Paris,Male
U1879,54.0,117311.26,Sales,London,Male
U1880,35.0,68076.11,Engineering,Paris,Male
U1881,57.0,118718.55,Engineering,London,Male
U1882,38.0,71564.76,Sales,New York,Female
U1883,42.0,82688.93,Sales,Paris,Male
U1884,37.0,89935.24,Sales,London,Male
U1885,37.0,80405.07,Engineering,New York,Male
U1886,41.0,76585.41,Engineering,New York,Male
U1887,50.0,104229.19,Marketing,Paris,Male
U1888,49.0,85200.19,HR,London,Male
U1889,29.0,55788.08,Sales,New York,Female
U1890,45.0,80465.76,Engineering,New York,Male
U1891,24.0,52519.06,Engineering,New York,Male
U1892,46.0,90110.68,Sales,Tokyo,Female
U1893,40.0,82834.78,HR,London,Female
U1894,54.0,115741.8,Sales,London,Male
U1895,23.0,41397.86,HR,Tokyo,Female
U1896,36.0,67755.16,Engineering,New York,Male
U1897,43.0,85629.63,HR,Tokyo,Male
U1898,31.0,53395.04,Marketing,Tokyo,Female
U1899,39.0,77887.87,Engineering,Tokyo,Female
U1900,43.0,86415.63,Marketing,London,Male
U1901,48.0,98289.4,Sales,New York,Male
U1902,34.0,72195.5,Sales,New York,Female
U1903,54.0,91968.84,Sales,London,Male
U1904,26.0,39148.79,HR,London,Female
U1905,47.0,82328.16,Engineering,Tokyo,Male
U1906,34.0,68926.08,Sales,Tokyo,Female
U1907,48.0,93156.24,Sales,Paris,Female
U1908,35.0,47322.75,Engineering,Paris,Male
U1909,45.0,109470.45,Sales,London,Female
U1910,24.0,28110.31,Marketing,Tokyo,Female
U1911,,102304.24,Engineering,London,Male
U1912,56.0,117633.73,Engineering,Tokyo,Male
U1913,35.0,62802.13,Engineering,Tokyo,Male
U1914,33.0,72399.6,Marketing,London,Female
U1915,49.0,87918.23,Engineering,London,Male
U1916,50.0,101711.01,Marketing,New York,Male
U1917,38.0,54194.53,Engineering,New York,Male
U1918,42.0,95732.29,HR,Paris,Male
U1919,44.0,88008.76,Sales,London,Male
U1920,41.0,66052.88,HR,Paris,Female
U1921,32.0,70287.54,Sales,London,Male
U1922,55.0,126321.52,Marketing,London,Male
U1923,31.0,52735.9,HR,London,Female
U1924,31.0,59897.88,Engineering,New York,Male
U1925,27.0,48851.76,Sales,Paris,Female
U1926,57.0,106297.83,Sales,London,Male
U1927,45.0,81244.38,HR,Paris,Female
U1928,33.0,59535.42,Marketing,Paris,Female
U1929,44.0,82076.2,HR,New York,Male
U1930,48.0,92435.37,Marketing,New York,Male
U1931,58.0,111709.23,Marketing,London,Male
U1932,27.0,61611.71,Sales,Tokyo,Female
U1933,22.0,50718.76,HR,Paris,Female
U1934,27.0,38664.99,HR,New York,Female
U1935,43.0,80064.1,Marketing,Paris,Male
U1936,45.0,102505.57,HR,Tokyo,Male
U1937,46.0,94940.25,Engineering,Paris,Male
U1938,36.0,75344.71,Engineering,London,Male
U1939,47.0,96389.78,HR,Paris,Female
U1940,29.0,55383.39,HR,New York,Female
U1941,45.0,89589.52,Marketing,London,Male
U1942,59.0,113961.01,Engineering,London,Male
U1943,27.0,62557.35,Engineering,Tokyo,Male
U1944,56.0,108052.22,Sales,London,Female
U1945,22.0,42870.44,Marketing,New York,Female
U1946,57.0,121353.37,Sales,Tokyo,Male
U1947,33.0,62722.08,Engineering,London,Male
U1948,59.0,117292.8,Marketing,Tokyo,Male
U1949,32.0,60418.02,HR,Paris,Female
U1950,33.0,65106.65,Marketing,London,Male
U1951,28.0,52756.78,HR,New York,Female
U1952,32.0,58641.43,HR,New York,Female
U1953,57.0,106920.47,Marketing,London,Female
U1954,52.0,102275.49,HR,Paris,Male
U1955,54.0,118182.38,Sales,Tokyo,Male
U1956,34.0,74236.97,Engineering,New York,Female
U1957,39.0,62208.18,HR,New York,Female
U1958,45.0,85708.51,Sales,Tokyo,Male
U1959,30.0,53616.61,HR,Tokyo,Female
U1960,52.0,88376.77,Engineering,New York,Male
U1961,31.0,64752.79,Sales,Tokyo,Female
U1962,23.0,45039.09,Engineering,London,Male
U1963,59.0,138229.42,Engineering,New York,Male
U1964,36.0,68659.8,Sales,New York,Female
U1965,24.0,40238.24,Sales,New York,Male
U1966,52.0,95270.62,Sales,London,Male
U1967,27.0,49484.09,Marketing,New York,Male
U1968,24.0,53903.27,Sales,Tokyo,Female
U1969,32.0,71048.68,Sales,New York,Female
U1970,36.0,101261.57,Sales,London,Male
U1971,49.0,85934.18,Sales,London,Female
U1972,31.0,62862.35,HR,Paris,Female
U1973,59.0,111157.18,Marketing,New York,Female
U1974,28.0,59505.0,Engineering,London,Male
U1975,36.0,85831.57,Sales,Paris,Male
U1976,39.0,86621.11,HR,New York,Female
U1977,39.0,65923.95,HR,London,Female
U1978,45.0,96846.58,HR,London,Female
U1979,23.0,24866.49,Engineering,New York,Male
U1980,41.0,58200.81,Sales,New York,Female
U1981,55.0,107509.49,Marketing,Paris,Male
U1982,47.0,100106.8,Marketing,New York,Male
U1983,28.0,59481.97,HR,New York,Female
U1984,59.0,137057.88,Engineering,Tokyo,Male
U1985,51.0,103093.27,Engineering,New York,Male
U1986,26.0,50931.41,Engineering,London,Male
U1987,32.0,75551.93,Marketing,Paris,Female
U1988,22.0,40258.67,HR,Paris,Female
U1989,55.0,113887.48,Sales,Paris,Female
U1990,22.0,48489.76,Marketing,London,Female
U1991,40.0,70282.32,HR,New York,Female
U1992,23.0,49874.67,HR,London,Female
U1993,42.0,105850.27,Sales,Tokyo,Male
U1994,41.0,93366.5,Sales,Paris,Female
U1995,44.0,79607.1,Sales,New York,Female
U1996,42.0,107386.51,Engineering,New York,Male
U1997,45.0,96892.7,Sales,Paris,Male
U1998,25.0,54242.5,HR,Tokyo,Female
U1999,33.0,65027.78,Sales,Tokyo,Female
U2000,43.0,92827.06,HR,New York,Male
U2001,41.0,83117.85,Marketing,London,Male
U2002,39.0,78196.44,Engineering,Paris,Male
U2003,22.0,42668.91,Marketing,London,Male
U2004,51.0,111737.67,Marketing,New York,Male
U2005,54.0,116629.4,HR,Paris,Male
U2006,45.0,88506.06,Marketing,Tokyo,Male
U2007,35.0,54810.15,HR,Tokyo,Female
U2008,57.0,114360.66,Sales,Tokyo,Male
U2009,26.0,44821.24,Sales,New York,Female
U2010,32.0,59264.21,HR,Tokyo,Female
U2011,45.0,88751.48,Sales,Paris,Female
U2012,52.0,93396.84,Engineering,Paris,Male
U2013,34.0,51897.02,Marketing,Paris,Female
U2014,37.0,76919.73,Engineering,Paris,Male
U2015,45.0,90268.3,Marketing,Tokyo,Male
U2016,34.0,67885.91,Sales,Paris,Female
U2017,45.0,95107.67,Engineering,New York,Male
U2018,47.0,87404.62,Sales,Paris,Male
U2019,23.0,49324.73,Marketing,Tokyo,Male
U2020,37.0,87374.22,HR,Tokyo,Male
U2021,59.0,115452.94,HR,London,Male
U2022,22.0,62993.84,Engineering,Paris,Male
U2023,32.0,64499.94,Sales,Tokyo,Male
U2024,56.0,103476.21,Sales,London,Male
U2025,50.0,108496.84,Engineering,New York,Male
U2026,58.0,114874.39,HR,Paris,Male
U2027,38.0,86525.5,Marketing,Tokyo,Male
U2028,49.0,102133.46,Engineering,Tokyo,Male
U2029,50.0,96721.71,Marketing,Paris,Male
U2030,24.0,63210.15,HR,London,Female
U2031,31.0,57006.29,Sales,Paris,Female
U2032,35.0,48343.81,HR,New York,Female
U2033,33.0,74805.8,Engineering,New York,Male
U2034,51.0,105499.32,Sales,Paris,Female
U2035,53.0,118837.19,Engineering,London,Male
U2036,53.0,97183.26,Engineering,New York,Male
U2037,53.0,103528.48,HR,Paris,Male
U2038,47.0,90399.58,Engineering,London,Male
U2039,22.0,53337.62,HR,London,Female
U2040,23.0,52508.5,Sales,Tokyo,Male
U2041,38.0,78148.0,HR,New York,Female
U2042,51.0,104212.45,Sales,Paris,Female
U2043,28.0,44490.29,HR,New York,Female
U2044,48.0,103686.82,Marketing,London,Male
U2045,30.0,67891.21,Marketing,Tokyo,Female
U2046,43.0,108911.07,Engineering,New York,Male
U2047,55.0,114707.85,HR,Paris,Male
U2048,22.0,50324.59,HR,New York,Female
U2049,30.0,64776.01,Sales,London,Female
U2050,41.0,75032.95,Engineering,Tokyo,Male
U2051,40.0,92494.01,HR,New York,Female
U2052,57.0,113442.54,Engineering,London,Male
U2053,25.0,48070.41,Marketing,London,Male
U2054,30.0,58651.86,HR,Tokyo,Female
U2055,43.0,85340.56,HR,London,Male
U2056,39.0,73135.91,Engineering,New York,Male
U2057,33.0,68152.39,HR,Paris,Female
U2058,30.0,59033.92,Engineering,Tokyo,Male
U2059,27.0,52182.91,HR,London,Female
U2060,40.0,84898.25,Sales,New York,Male
U2061,28.0,56757.89,Engineering,Tokyo,Male
U2062,37.0,68458.64,HR,London,Male
U2063,26.0,44364.59,Marketing,New York,Female
U2064,37.0,74984.02,HR,London,Female
U2065,22.0,36533.68,Marketing,New York,Male
U2066,58.0,107813.88,Marketing,London,Female
U2067,40.0,71955.23,Sales,Tokyo,Female
U2068,58.0,118549.85,Engineering,Tokyo,Male
U2069,38.0,87935.42,HR,Tokyo,Male
U2070,47.0,97477.61,Sales,London,Female
U2071,43.0,94868.22,HR,London,Female
U2072,29.0,57302.98,Marketing,Tokyo,Male
U2073,54.0,109422.25,Engineering,Tokyo,Male
U2074,23.0,62529.96,HR,Paris,Female
U2075,51.0,110287.05,HR,New York,Male
U2076,41.0,91370.27,Marketing,Paris,Male
U2077,39.0,75357.95,HR,New York,Female
U2078,31.0,61947.32,HR,London,Female
U2079,45.0,94056.64,Marketing,New York,Male
U2080,25.0,43935.98,Sales,New York,Female
U2081,58.0,92368.21,Marketing,London,Male
U2082,25.0,53964.67,Sales,London,Female
U2083,34.0,77613.66,Engineering,London,Male
U2084,46.0,92552.02,Sales,Tokyo,Female
U2085,34.0,62040.93,Sales,Tokyo,Female
U2086,39.0,74693.04,Engineering,New York,Male
U2087,45.0,69717.27,Sales,London,Female
U2088,23.0,42667.74,Marketing,Tokyo,Female
U2089,54.0,96849.15,Sales,London,Male
U2090,40.0,73003.58,Engineering,New York,Male
U2091,30.0,48343.17,Marketing,Tokyo,Female
U2092,49.0,85190.23,Engineering,Tokyo,Male
U2093,56.0,101958.88,Engineering,Paris,Male
U2094,31.0,68328.19,HR,New York,Female
U2095,22.0,38902.1,HR,Tokyo,Female
U2096,,72920.75,Engineering,New York,Male
U2097,30.0,67540.14,Engineering,New York,Male
U2098,36.0,73289.72,Engineering,London,Male
U2099,56.0,88363.34,HR,New York,Male
U2100,26.0,61956.24,HR,Paris,Female
U2101,43.0,86720.73,Sales,Tokyo,Female
U2102,44.0,95703.74,Sales,New York,Female
U2103,28.0,53747.78,Engineering,New York,Male
U2104,44.0,104046.91,Marketing,London,Male
U2105,46.0,88181.11,Marketing,London,Male
